x                       y
0.6410700759746747                                -4.936660471660526E-7
0.6536919994725289                                -5.702321248898801E-6
0.6654609180736054                                -9.123323928258986E-6
0.6720548802477856                                -9.735789151574248E-6
0.6791267692574212                                -8.913223300731354E-6
0.6904177610230423                                -3.540197091193853E-6
0.708207750781641                                 9.330300940371683E-6
0.7208931159456373                                1.1539896500670221E-5
0.7340039203170223                                9.88319970111895E-6
0.7513684708682322                                4.657871396279711E-6
0.7681695502231751                                -1.8201876617052193E-7
0.7826929164709528                                1.4048504315133936E-6
0.7953207182245983                                1.3602366396095467E-6
0.8164251159048339                                -4.213817830306388E-6
0.8388708903561178                                -1.0505953985238958E-5
0.849686797293127                                 -1.1823024310846086E-5
0.8598563373001555                                -1.1217655944025656E-5
0.8829484786814201                                -3.6097062932477497E-7
0.9137945286670595                                1.1486855921156655E-5
0.9219656524542801                                1.1569499936876088E-5
0.9287218647613593                                1.0994314800970295E-5
0.96098282622714                                  4.118156516801259E-6
1                                                 0
