x                       y
0.02                                              -4.995578424227265E-5
0.02059197965347022                               -2.9217183804441937E-5
0.021232022928928174                              -2.0263912315798827E-5
0.02230797795792607                               -2.0500134532697167E-5
0.022559024361986185                              -1.9892927254128168E-5
0.02341542954785493                               -6.119078551192203E-6
0.023886025795044195                              1.343233578010583E-5
0.024276344723822518                              3.579422168520363E-5
0.026540028661160214                              3.625721009914429E-5
0.02913161366858702                               -3.2140243171552285E-5
0.029171971175749482                              -3.212067366187288E-5
0.02919403152727624                               -3.208238960494825E-5
0.030887969480205328                              3.9549189246534944E-5
0.03184803439339226                               -2.2295373188208067E-5
0.034319966089117034                              1.888237420721861E-5
0.03450203725950828                               1.705287762054919E-5
0.035123144321782394                              8.011033803212442E-6
0.03715604012562432                               -3.448383879711692E-5
0.038842151558116045                              -2.190749414643367E-5
0.03981004299174032                               1.6823629250595218E-5
0.04118395930694045                               2.676989907079985E-6
0.042464045857856354                              1.1424786934166598E-5
0.0428999576113963                                1.0508639847084389E-5
0.04369742050288054                               5.413083983163425E-6
0.04511804872397237                               -1.0963494698534859E-5
0.04683085909570986                               -1.69118996750095E-5
0.047772051590088384                              -8.151113715437752E-6
0.04804795252476385                               -8.09010318852943E-6
0.04855268944764504                               -8.333611625555015E-6
0.049763950829219694                              -8.86953176992833E-6
0.050426054456204406                              -7.8188375116639E-6
0.051479949133675554                              -1.9468206284289913E-6
0.053080057322320434                              3.4276846919145676E-6
0.05319594743813141                               3.429351659312019E-6
0.05340795839240954                               3.3452542889111925E-6
0.054911945742587245                              1.1380911542624439E-6
0.05573406018843645                               3.4614484067940765E-7
0.05826322733717404                               -2.07727622381082E-6
0.058343942351498965                              -2.3299564060330624E-6
0.05838806305455248                               -2.4660874264892385E-6
0.06005994065595481                               -5.2401750576525075E-6
0.06104206592066849                               -2.9277348312928275E-6
0.061775938960410656                              1.7367527613831868E-6
0.06311849628193854                               -9.243396953961813E-7
0.0634919372648665                                -2.052924741091644E-6
0.06369606878678452                               -2.6932994521278175E-6
0.06439243125660107                               5.918377878333381E-7
0.06635007165290055                               8.356603591885836E-7
0.06797376522670304                               -4.347908682533763E-6
0.06900407451901656                               -7.93661081166519E-6
0.07024628864356479                               -1.0747727439974764E-5
0.07165807738513258                               -5.6099547250942905E-6
0.07183855107915703                               -6.093562973041866E-6
0.07231466193134307                               -4.523567194769651E-6
0.07651346294179152                               1.6730840175727124E-5
0.07931623395058418                               6.019598327133835E-6
0.08152946583444405                               -4.800426498974275E-6
0.08631780596982529                               -2.3538105558551514E-6
0.08654546872709655                               -6.012726829762727E-7
0.08937282355548035                               4.282661068555349E-7
0.09331937798906638                               -2.5938053942464734E-6
0.09530609003266481                               1.4311882312600943E-7
0.0994432922061409                                -7.69570778647033E-6
0.10142337556191984                               -1.2271896545457128E-5
0.10556720642321543                               -9.91843607278664E-6
0.10754066109117487                               1.5616275234608956E-6
0.10950984813875456                               3.8621593898557904E-6
0.11059930385580236                               3.0592911464677464E-6
0.11169112064028994                               1.16708142344768E-6
0.11562051931481032                               3.086142452424223E-6
0.11781503485736447                               2.937964719285091E-7
0.12173119049086606                               -3.5435671276173863E-6
0.1228338749143124                                -4.514493706309075E-6
0.123938949074439                                 -4.238878138662638E-6
0.1258925176789399                                5.2258117833048345E-9
0.12784186166692185                               2.37400971625501E-6
0.12895116044356744                               2.2303099744269694E-6
0.1300628632915135                                1.2601676552814745E-6
0.1339525328429776                                1.3191008311208563E-6
0.13618677750858807                               -1.007462172630813E-6
0.14006320401903335                               -4.025864815404567E-6
0.14118573150207747                               -4.933059727707523E-6
0.14231069172566257                               -5.0530870863707555E-6
0.144244374266705                                 -2.95467844835251E-6
0.1452274656822454                                -1.290723161573304E-6
0.14767300664627364                               8.555764013928879E-7
0.1483408865093611                                1.0916203611044395E-6
0.15110163902584228                               1.3821528090929291E-6
0.15145430733647686                               1.4055280475600007E-6
0.1549376976337203                                -1.7974350292604413E-6
0.15768114899070837                               -3.848369245662564E-6
0.15829923539985977                               -4.052695177392263E-6
0.1613875361645482                                -9.502433013064415E-6
0.1639079906449399                                -1.140129451804306E-5
0.1648161685441169                                -1.1271270494550567E-5
0.1701348322991714                                -1.35172744669676E-5
0.1716734333032542                                -1.2780317953542397E-5
0.1763616739534029                                -1.236676439470008E-5
0.17853069806239147                               -1.1854475588490843E-5
0.18258851560763448                               -7.723587538144283E-6
0.18538796282152878                               -9.05250573057792E-7
0.18881811204208973                               5.5966114195227235E-6
0.19224522758066603                               7.633710933707682E-6
0.1964478312026472                                6.761092011808856E-6
0.1991024923398033                                5.654028871537875E-6
0.20407755036320466                               5.493026501657283E-6
0.21417107564935342                               -2.6036419500385932E-6
0.21476691731883252                               -3.489570018722077E-6
0.2149429734045564                                -3.747440761980858E-6
0.2231541315073922                                -1.0574958376252663E-5
0.22580839644590814                               -9.0099414527256E-6
0.23154134569595192                               4.436706631610887E-6
0.23765231598759973                               9.006877320000273E-6
0.2412217368363101                                8.062165864325399E-6
0.24923418676927103                               2.5483345334753604E-6
0.25090212797666833                               1.5847137864732908E-6
0.259393580073193                                 2.9779303860610895E-6
0.2604148498571104                                5.071785366322912E-6
0.26081605755094234                               4.525881981992663E-6
0.2702629102573847                                -6.513562189613964E-9
0.2723979283326136                                -1.9514511113427613E-6
0.2799433013977429                                -7.81151676504388E-6
0.28397979911428495                               -8.690136815425742E-6
0.28962369253810116                               -5.041843252728828E-6
0.29367573406955183                               -3.739832415750044E-6
0.29930408367845934                               -3.1525085006922637E-6
0.30199095512266216                               -2.8083414916890703E-6
0.3089844748188175                                2.979713392692318E-7
0.31030617617577255                               1.469705186801784E-6
0.31857547965399535                               -1.3558651797695997E-5
0.326092910767865                                 -2.731091794161422E-6
0.3281523504557408                                -1.4676171637972857E-6
0.3313284245985312                                -6.3001287770037E-7
0.3377292212574861                                -1.5223464335245573E-6
0.34187964535995763                               1.3175740503912348E-6
0.34730609205923146                               1.0212928425373802E-5
0.36458503576215406                               -7.124164342064976E-7
0.366716500464507                                 -3.914892177325768E-6
0.36805724786740607                               -6.02963089463282E-6
0.3792537707619995                                -1.0814554280286215E-5
0.3838672809770983                                -9.61451612152553E-6
0.3912810623683275                                -1.8151794023424372E-6
0.3958321130724204                                -2.6550622735654894E-6
0.4033083539746556                                -4.166751069595298E-6
0.40553731727505815                               -4.3915422657248016E-6
0.4148533076879142                                5.192237409079592E-6
0.4249477256803337                                6.66527999673705E-6
0.4312973803061748                                4.78182591090448E-6
0.44435813408560915                               -8.804489957381367E-7
0.4629174465255593                                7.462810224651006E-7
0.4635272283756087                                7.684964415527462E-7
0.46410569616272457                               7.107918085363929E-7
0.478710863516104                                 1.0906116378744946E-6
0.4937580567647147                                -2.4075068537771083E-6
0.4941692969293986                                -2.468295662361175E-6
0.4945684565154028                                -2.5232178554879248E-6
0.5096277303426933                                -7.152519994335638E-8
0.5148129999591319                                -1.5697859972324535E-6
0.525031216868081                                 4.055506333533465E-8
0.5250676670067025                                5.9330432261583965E-8
0.5250861637559878                                7.287934135347118E-8
0.5353223340542731                                4.319740920730175E-6
0.5405445971692825                                4.427569575721213E-6
0.5455770011018437                                3.5784707869829235E-6
0.5554939772207591                                1.5183983088917774E-7
0.556003030582577                                 -3.357631028766406E-8
0.5660863351969849                                -3.4571082972723044E-6
0.5714614639958717                                -4.387095066532565E-6
0.5763410022445555                                -4.396854981908449E-6
0.5859567375734375                                -1.3184274931243856E-6
0.5865956692921264                                -9.41310066809864E-7
0.5874524067190787                                -2.3571462191840364E-7
0.6030400819093401                                6.095935175712275E-6
0.613544206224575                                 5.2424648272625385E-6
0.6194844945265542                                3.681593077245471E-6
0.6282996305444576                                6.75196515365073E-7
0.6359289071437682                                7.598565251454303E-7
